,index,benchmark,label,runtime,runtime_label,error,error_label,runtime_pred,error_pred,runtime_score,error_score
587,587,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7703787088394165,0.4291563630104065
588,588,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
589,589,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.749485194683075,0.41872116923332214
590,590,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
591,591,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.754133403301239,0.43343961238861084
592,592,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
593,593,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7343146800994873,0.4344702959060669
594,594,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
595,595,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7531883120536804,0.43252384662628174
596,596,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
597,597,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.733176589012146,0.4350475072860718
598,598,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
599,599,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.740375816822052,0.3931817412376404
600,600,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
601,601,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7360740303993225,0.3948941230773926
602,602,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
603,603,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7088355422019958,0.404886394739151
604,604,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
605,605,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7186461091041565,0.40700462460517883
606,606,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
607,607,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7261040806770325,0.4061847925186157
608,608,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
609,609,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7396582961082458,0.3993515372276306
610,610,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
611,611,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
612,612,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
613,613,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
614,614,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
615,615,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7154987454414368,0.39969801902770996
616,616,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
617,617,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7406633496284485,0.39938047528266907
618,618,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
619,619,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7323790192604065,0.3932279050350189
620,620,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
621,621,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7471697926521301,0.3930969834327698
622,622,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
623,623,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7435187101364136,0.3889675736427307
624,624,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
625,625,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7529325485229492,0.40815919637680054
626,626,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
627,627,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
628,628,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
629,629,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
630,630,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
631,631,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
632,632,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
633,633,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7610219717025757,0.38707539439201355
634,634,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
635,635,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.752852201461792,0.4215044677257538
636,636,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
637,637,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7318092584609985,0.33009278774261475
638,638,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
639,639,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7372661232948303,0.3961925208568573
640,640,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
641,641,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7569368481636047,0.39256903529167175
642,642,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
643,643,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7496259808540344,0.4447999596595764
644,644,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
645,645,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7524645328521729,0.41733014583587646
646,646,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
647,647,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7552613019943237,0.4671323597431183
648,648,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
649,649,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7568389773368835,0.4883785545825958
650,650,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
651,651,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7555884122848511,0.5093639492988586
652,652,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
653,653,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7522634267807007,0.5137901902198792
654,654,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
655,655,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7499614357948303,0.5078029632568359
656,656,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
657,657,lulesh,INVALID,-1.0,-1,-1,-1,1.0,0.0,0.7539870142936707,0.5305387377738953
658,658,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
659,659,lulesh,VALID,15.3052794,1, 9.9320259323576E-06,1,1.0,1.0,0.7572401762008667,0.5579846501350403
660,660,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
661,661,lulesh,VALID,15.157646399999999,1, 4.2455067159608E-06,1,1.0,1.0,0.7518333196640015,0.57021164894104
662,662,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
663,663,lulesh,VALID,15.054978199999999,1, 6.0728489188477E-06,1,1.0,1.0,0.7508720755577087,0.5647544860839844
664,664,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
665,665,lulesh,VALID,15.0966734,1, 5.9639824030455E-06,1,1.0,1.0,0.7539312243461609,0.5849705934524536
666,666,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
667,667,lulesh,VALID,15.0386066,1, 5.0931703299284E-11,1,1.0,1.0,0.7434067726135254,0.5961663722991943
668,668,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
669,669,lulesh,VALID,15.195544000000002,1, 4.6791916247457E-05,1,1.0,1.0,0.7518744468688965,0.6184296011924744
670,670,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
671,671,lulesh,VALID,15.1940116,1, 1.8426326278131E-05,1,1.0,1.0,0.7484802603721619,0.6214994192123413
672,672,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
673,673,lulesh,VALID,15.265507399999999,1, 2.9105471185176E-05,1,1.0,1.0,0.7515163421630859,0.6315871477127075
674,674,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
675,675,lulesh,VALID,15.2105134,1, 9.5585419330746E-06,1,1.0,1.0,0.7530044913291931,0.6538817286491394
676,676,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
677,677,lulesh,VALID,15.2299926,1, 4.3351683416404E-06,1,1.0,1.0,0.7362088561058044,0.6642706990242004
678,678,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
679,679,lulesh,INVALID,15.127851,1, 1.0485426537343E-04,0,1.0,1.0,0.7466879487037659,0.6788936257362366
680,680,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
681,681,lulesh,VALID,15.1362208,1, 1.8426680981065E-05,1,1.0,1.0,0.7457101345062256,0.6744657754898071
682,682,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
683,683,lulesh,VALID,15.264425800000001,1, 1.9792132661678E-05,1,1.0,1.0,0.7488145232200623,0.6920961737632751
684,684,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
685,685,lulesh,VALID,15.178054799999998,1, 9.5585055532865E-06,1,1.0,1.0,0.7521135807037354,0.7151680588722229
686,686,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
687,687,lulesh,VALID,15.2094492,1, 5.1063361752313E-06,1,1.0,1.0,0.7466307282447815,0.7251748442649841
688,688,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
689,689,lulesh,VALID,15.1273798,1, 3.6379788070917E-11,1,1.0,1.0,0.7405914068222046,0.7271674275398254
690,690,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
691,691,lulesh,VALID,15.032684,1, 3.0072005756665E-06,1,1.0,1.0,0.7511769533157349,0.7307679057121277
692,692,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
693,693,lulesh,VALID,15.0626828,1, 8.3184386312496E-07,1,1.0,1.0,0.7527714371681213,0.7472549676895142
694,694,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
695,695,lulesh,VALID,15.455873,1, 8.8215529103763E-07,1,1.0,1.0,0.7525190114974976,0.7663525342941284
696,696,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
697,697,lulesh,VALID,15.0832186,1, 1.2645618880924E-06,1,1.0,1.0,0.7402374148368835,0.7322086691856384
698,698,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
699,699,lulesh,VALID,14.932170600000001,1, 3.3656142477412E-06,1,1.0,1.0,0.7377985119819641,0.7764943838119507
700,700,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
701,701,lulesh,VALID,15.0122264,1, 3.6913843359798E-06,1,1.0,1.0,0.7412911653518677,0.7753755450248718
702,702,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
703,703,lulesh,VALID,14.886006600000002,1, 1.6917083485168E-06,1,1.0,1.0,0.7408174872398376,0.7651455998420715
704,704,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
705,705,lulesh,VALID,15.089333,1, 2.0463630789891E-11,1,1.0,1.0,0.7399740219116211,0.743671178817749
706,706,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
707,707,lulesh,VALID,15.3636924,1, 9.4587448984385E-11,1,1.0,1.0,0.7536372542381287,0.7347810864448547
708,708,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
709,709,lulesh,VALID,15.046337599999998,1, 6.5483618527651E-11,1,1.0,1.0,0.6758589744567871,0.7581877708435059
710,710,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
711,711,lulesh,VALID,15.321602000000002,1, 2.9103830456734E-11,1,1.0,1.0,0.7203595042228699,0.7624735832214355
712,712,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
713,713,lulesh,VALID,15.1315226,1, 4.1836756281555E-11,1,1.0,1.0,0.719217836856842,0.7665908932685852
714,714,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
715,715,lulesh,VALID,14.9701586,1, 4.0017766878009E-11,1,1.0,1.0,0.7235548496246338,0.7724181413650513
716,716,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
717,717,lulesh,VALID,15.0948016,1, 2.1827872842550E-11,1,1.0,1.0,0.6949139833450317,0.7975893616676331
718,718,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
719,719,lulesh,VALID,15.2523428,1, 2.7284841053188E-11,1,1.0,1.0,0.6657361388206482,0.8085339665412903
720,720,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
721,721,lulesh,VALID,15.2168554,1, 4.7293724492192E-11,1,1.0,1.0,0.6418320536613464,0.764807403087616
722,722,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
723,723,lulesh,VALID,15.0777342,1, 5.1012979383813E-05,1,1.0,1.0,0.7367842197418213,0.7648549675941467
724,724,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
725,725,lulesh,VALID,14.879901,1, 5.1850693125743E-05,1,1.0,1.0,0.7445223927497864,0.7665517926216125
726,726,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
727,727,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
728,728,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
729,729,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.7146977186203003,0.764876663684845
730,730,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
731,731,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
732,732,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
733,733,lulesh,INVALID,15.408919,1, 2.6415035181007E+03,0,1.0,1.0,0.7309582829475403,0.7604506015777588
734,734,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
735,735,lulesh,VALID,15.108897800000003,1, 6.5483618527651E-11,1,1.0,1.0,0.6958334445953369,0.7640522718429565
736,736,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
737,737,lulesh,VALID,15.2957364,1, 5.0931703299284E-11,1,1.0,1.0,0.6683509945869446,0.7655381560325623
738,738,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
739,739,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.4562077820301056,0.7439319491386414
740,740,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
741,741,lulesh,VALID,15.290035,1, 6.5483618527651E-11,1,1.0,1.0,0.6710392236709595,0.7626605033874512
742,742,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
743,743,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5980823040008545,0.7640124559402466
744,744,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
745,745,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.38816219568252563,0.7564954161643982
746,746,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
747,747,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5139545798301697,0.7705689072608948
748,748,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
749,749,lulesh,VALID,14.964516399999999,1, 3.0013325158507E-11,1,1.0,1.0,0.6177866458892822,0.7661839723587036
750,750,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
751,751,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5428467392921448,0.769996166229248
752,752,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
753,753,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.6375805139541626,0.7617456912994385
754,754,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
755,755,lulesh,INVALID,3.043266,1, 0.0000000000000E+00,0,1.0,1.0,0.6330414414405823,0.7565261125564575
756,756,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
757,757,lulesh,INVALID,3.43444,1, 0.0000000000000E+00,0,1.0,1.0,0.636710524559021,0.7598550915718079
758,758,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
759,759,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.6403853893280029,0.7623350024223328
760,760,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
761,761,lulesh,VALID,15.1061902,1, 6.9121597334743E-11,1,1.0,1.0,0.6271299123764038,0.7500150203704834
762,762,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
763,763,lulesh,VALID,15.697151199999999,1, 6.5483618527651E-11,1,1.0,1.0,0.6316003799438477,0.761418342590332
764,764,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
765,765,lulesh,VALID,15.129458000000003,1, 6.5483618527651E-11,1,1.0,1.0,0.6299638152122498,0.7550497651100159
766,766,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
767,767,lulesh,VALID,15.026808999999997,1, 4.0017766878009E-11,1,1.0,1.0,0.6270529627799988,0.7503942847251892
768,768,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
769,769,lulesh,VALID,15.189668800000002,1, 6.5483618527651E-11,1,1.0,1.0,0.6316976547241211,0.766022801399231
770,770,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
771,771,lulesh,VALID,15.1571786,1, 2.1827872842550E-11,1,1.0,1.0,0.6316890120506287,0.74208003282547
772,772,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
773,773,lulesh,INVALID,15.387832,1, 4.7127860179899E-03,0,1.0,1.0,0.640285849571228,0.7521066069602966
774,774,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
775,775,lulesh,VALID,15.0502938,1, 6.5483618527651E-11,1,1.0,1.0,0.6417515873908997,0.7593547701835632
776,776,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
777,777,lulesh,VALID,14.997133199999999,1, 3.8198777474463E-11,1,1.0,1.0,0.6289728283882141,0.7446154356002808
778,778,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
779,779,lulesh,VALID,14.762454400000001,1, 7.6397554948926E-11,1,1.0,1.0,0.6206592321395874,0.7367812395095825
780,780,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
781,781,lulesh,VALID,15.165590400000003,1, 4.1836756281555E-11,1,1.0,1.0,0.6382949948310852,0.7588256597518921
782,782,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
783,783,lulesh,VALID,15.03246,1, 6.1845639720559E-11,1,1.0,1.0,0.6250090599060059,0.7401505708694458
784,784,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
785,785,lulesh,VALID,14.9396706,1, 4.2746250983328E-11,1,1.0,1.0,0.6227114200592041,0.6949384212493896
786,786,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
787,787,lulesh,VALID,15.148514,1, 6.5483618527651E-11,1,1.0,1.0,0.621290385723114,0.71978360414505
788,788,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
789,789,lulesh,VALID,15.2114472,1, 4.7293724492192E-11,1,1.0,1.0,0.6144745945930481,0.6764426827430725
790,790,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
791,791,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.6116078495979309,0.7258224487304688
792,792,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
793,793,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.6133571267127991,0.7284447550773621
794,794,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
795,795,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.6133193969726562,0.728390634059906
796,796,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
797,797,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.6133571267127991,0.7284446358680725
798,798,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
799,799,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.6178039312362671,0.7287620306015015
800,800,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
801,801,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.6135379672050476,0.7310567498207092
802,802,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
803,803,lulesh,FAIL,9999.0,0,,0,1.0,1.0,0.6168198585510254,0.7327696681022644
804,804,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
805,805,lulesh,INVALID,14.868635,1, 2.3259512431650E-04,0,1.0,1.0,0.6204783320426941,0.7301408052444458
806,806,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
807,807,lulesh,INVALID,15.521639,1, 2.4312318419106E-04,0,1.0,1.0,0.6187816858291626,0.7309615612030029
808,808,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
809,809,lulesh,INVALID,13.96702,1, 1.5709817398601E-04,0,1.0,1.0,0.6161369681358337,0.71742844581604
810,810,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
811,811,lulesh,INVALID,14.990981,1, 1.5147512021940E-04,0,1.0,1.0,0.61491459608078,0.7431468367576599
812,812,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
813,813,lulesh,INVALID,14.971971,1, 4.6122791900416E-04,0,1.0,1.0,0.6142280101776123,0.7444881796836853
814,814,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
815,815,lulesh,INVALID,15.416815,1, 2.3105604759621E-04,0,1.0,1.0,0.6088842749595642,0.7293573617935181
816,816,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
817,817,lulesh,INVALID,15.101624,1, 2.6170896308031E-04,0,1.0,1.0,0.6014986038208008,0.7238755822181702
818,818,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
819,819,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5982219576835632,0.7202516198158264
820,820,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
821,821,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5952650308609009,0.701038122177124
822,822,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
823,823,lulesh,VALID,14.7915394,1, 1.0919626220129E-05,1,1.0,1.0,0.6013444066047668,0.6923178434371948
824,824,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
825,825,lulesh,VALID,15.2983246,1, 2.5465851649642E-11,1,1.0,1.0,0.6010782122612,0.6625866889953613
826,826,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
827,827,lulesh,INVALID,15.415428,1, 2.7035341190640E-04,0,1.0,1.0,0.607634425163269,0.6915385127067566
828,828,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
829,829,lulesh,INVALID,14.589255,1, 1.7104449943872E-04,0,1.0,1.0,0.6137056946754456,0.7089517712593079
830,830,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
831,831,lulesh,INVALID,14.574626,1, 2.0690207929874E-04,0,1.0,1.0,0.6047580242156982,0.7015664577484131
832,832,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
833,833,lulesh,INVALID,15.127828,1, 1.9379335208214E-04,0,1.0,1.0,0.6079177856445312,0.712221622467041
834,834,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
835,835,lulesh,VALID,15.2297066,1, 1.8790970102600E-05,1,1.0,1.0,0.6020413637161255,0.7150446772575378
836,836,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
837,837,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5861709713935852,0.7119278311729431
838,838,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
839,839,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5886014103889465,0.7239370346069336
840,840,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
841,841,lulesh,VALID,15.748940199999998,1, 1.9528069344688E-05,1,1.0,1.0,0.6062754392623901,0.705929696559906
842,842,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
843,843,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5977897644042969,0.7005332112312317
844,844,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
845,845,lulesh,VALID,15.0507172,1, 1.9827151902518E-05,1,1.0,1.0,0.6004422307014465,0.7292348146438599
846,846,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
847,847,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5879805684089661,0.7098515629768372
848,848,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
849,849,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5997689366340637,0.7329268455505371
850,850,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
851,851,lulesh,VALID,15.109050599999998,1, 2.0065545868420E-05,1,1.0,1.0,0.6088665723800659,0.7457361817359924
852,852,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
853,853,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.5998595952987671,0.7441531419754028
854,854,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
855,855,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
856,856,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
857,857,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
858,858,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
859,859,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
860,860,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
861,861,lulesh,FAIL,-1.0,-1,-1,-1,0.0,1.0,0.1345243752002716,0.798693060874939
862,862,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
863,863,lulesh,FAIL,9999.0,0,,0,-1.0,-1.0,-1.0,-1.0
